R556371,R869021
R388247,R196155
R583726,R437851
R852277,R965141
R147991,R356894
R229986,R613454
R246640,R526880
R574147,R507977
R581242,R995322
R857797,R285752
R586194,R867698
R376325,R703028
R447955,R598510
R397966,R633780
R730430,R810643
R257572,R206681
R444214,R394395
R907877,R677776
R410090,R150605
R608646,R864859
R503003,R166955
R741867,R147352
R682006,R918632
R750072,R200173
R803764,R928897
R869925,R804068
R111483,R361270
R178600,R841731
R897736,R826784
R172904,R723863
R193823,R537866
R114662,R130178
R235668,R348130
R575606,R101294
R667462,R738655
R728648,R720736
R572796,R304444
R973413,R523536
R950476,R963710
R597779,R984561
R128936,R679838
R592422,R258578
R850840,R798079
R165182,R828199
R352400,R355838
R555186,R999479
R263801,R117884
R553676,R225393
R582992,R388030
R457413,R439752
R608444,R856838
R408528,R242648
R818113,R914374
R284849,R329215
R252985,R688852
R408064,R498081
R735956,R238411
R331067,R768714
R693110,R378868
R857011,R505335
R375867,R155270
R759554,R438437
R333162,R212475
R476025,R342919
R850484,R586681
R714810,R494603
R894113,R786530
R721933,R658192
R548954,R929504
R728960,R585077
R658267,R717357
R252376,R832681
R961102,R786986
R991855,R252212
R386132,R364883
R903605,R200192
R989610,R891509
R807098,R649560
R435513,R214177
R801785,R355181
R438076,R735542
R957662,R956396
R625742,R837365
R118360,R928746
R692259,R228910
R103659,R758598
R326428,R872982
R642904,R855153
R767149,R486508
R478084,R812521
R180889,R622601
R865536,R373471
R713801,R448160
R945227,R630930
R414797,R113010
R701204,R205577
R320622,R590668
R231338,R256466
R983586,R124580
R209282,R755128
R925207,R773505
R959774,R855294
R457240,R852023
R166136,R563822
R487425,R699298
R139971,R736665
R228219,R356566
R690471,R510155
R209927,R379098
R923445,R281280
R551821,R208718
R327245,R735634
R726740,R452318
R948591,R774833
R470822,R836025
R814268,R955282
R654072,R972176
R365597,R628517
R891250,R390904
R382256,R619890
R351317,R270532
R651187,R448698
R830173,R993660
R543577,R517125
R671619,R856117
R366709,R702182
R551009,R457978
R807992,R327433
R419562,R503064
R507994,R181302
R566650,R359060
R577695,R359308
R199672,R746382
R961985,R751658
R437010,R647278
R342020,R337191
R630688,R935371
R664142,R801940
R972322,R736419
R784722,R401229
R549966,R479133
R214029,R706625
R757480,R102416
R451619,R455274
R394645,R191637
R608936,R252098
R470878,R197875
R153828,R735850
R725174,R245688
R814825,R880180
R426840,R772399
R887514,R496155
R225577,R194502
R821967,R598739
R219585,R100792
R735550,R457363
R316754,R707417
R929752,R299097
R120591,R234801
R941356,R826749
R992672,R626011
R913626,R373421
R360464,R488832
R797662,R573041
R266909,R516423
R838110,R630715
R271301,R238063
R274082,R305867
R512297,R411030
R490035,R833096
R787966,R248493
R123306,R790842
R558725,R871152
R514499,R806443
R571716,R917677
R983336,R983251
R100772,R188819
R359943,R968979
R893427,R553037
R593035,R123469
R125632,R583360
R299067,R328097
R196744,R803730
R311972,R300413
R937841,R434451
R489097,R609126
R375993,R592586
R660164,R193662
R487554,R272085
R799932,R609636
R231824,R606455
R466093,R839945
R753817,R693918
R175878,R212230
R330748,R441636
R412211,R491331
R779317,R344205
R546211,R185288
R499812,R120138
R554608,R566609
R845412,R457314
R477834,R284081
R607671,R987064
R216759,R485633
R612916,R143980
R799343,R259146
R935782,R807077
R809122,R392725
R585657,R690238
R948834,R969560
R206810,R231622
R735883,R598093
R792858,R160555
R163974,R819561
R790410,R750879
R913828,R679650
R161931,R509060
R241091,R352792
R258631,R603710
R558856,R829420
R248040,R357120
R598515,R446351
R849655,R604830
R401135,R940763
R173840,R430950
R809254,R272286
R138087,R597555
R949240,R125730
R260936,R797099
R666683,R747851
R951480,R922660
R962767,R445340
R693901,R287781
R775118,R430187
R208094,R487653
R587569,R260990
R333605,R226259
R669788,R356915
R185634,R791520
R376988,R942263
R224370,R670152
R895468,R904834
R911710,R458620
R809955,R947749
R413368,R865189
R919482,R878870
R753801,R732079
R451437,R592224
R114198,R226080
R784037,R822503
R746811,R145443
R802442,R585531
R627838,R912936
R412396,R680946
R590172,R836645
R423105,R714468
R421567,R129456
R182765,R633518
R168453,R544097
R687637,R551153
R814837,R933396
R560256,R899998
R100965,R869188
R580307,R393594
R188284,R690178
R286391,R821004
R906628,R996569
R660465,R746661
R806972,R853772
R240406,R950770
R221288,R607707
R244584,R127611
R554982,R705857
R792381,R866140
R783538,R395996
R156821,R588904
R206321,R326769
R412450,R461756
R886771,R764909
R588567,R747579
R321241,R943487
R141842,R748415
R374804,R395684
R860738,R307810
R869600,R503768
R132944,R641651
R480467,R526071
R381551,R122465
R563924,R992718
R815918,R871973
R356947,R566624
R520557,R936285
R428988,R617413
R417587,R548551
R996711,R846662
R215325,R189437
R921708,R897347
R818107,R269045
R387182,R771343
R400885,R231679
R317146,R138088
R324006,R733591
R926243,R750812
R136377,R401353
R952330,R922713
R778761,R435569
R563157,R740144
R145300,R209142
R628674,R216366
R534766,R609805
R348954,R280559
R478154,R556218
R875098,R576040
R346070,R638821
R573509,R336169
R253729,R771724
R666781,R506960
R836523,R999844
R298159,R442790
R422786,R270776
R435759,R874497
R726167,R624156
R125145,R662958
R743891,R186648
R181040,R916373
R577479,R854369
R732041,R431641
R814606,R175090
R596282,R797966
R216255,R542693
R461162,R500466
R828190,R176918
R956630,R204269
R139822,R979251
R941348,R625748
R488893,R608710
R907638,R869199
R482623,R755893
R468526,R375204
R650272,R833149
R941142,R662689
R762933,R936984
R762238,R198681
R493697,R562106
R676598,R209550
R791360,R965743
R835307,R273393
R514295,R427198
R903148,R377901
R815351,R206867
R886890,R404105
R358133,R984850
R400690,R176255
R685050,R398152
R474607,R260882
R398939,R993019
R118095,R995412
R870415,R430426
R951253,R512539
R169204,R834894
R813444,R889338
R343789,R530444
R820914,R230440
R937739,R874807
R282523,R126080
R570564,R127290
R202369,R922003
R137938,R587720
R465032,R143114
R858093,R499132
R144878,R348462
R365624,R915652
R878174,R349479
R955553,R843850
R228767,R859553
R243654,R638278
R918832,R219593
R284186,R592910
R666008,R555757
R161218,R909535
R457231,R153821
R255485,R328074
R391388,R996528
R620907,R658804
R222921,R292817
R591290,R978599
R244118,R851527
R574138,R591927
R595873,R187339
R613194,R277317
R529157,R112646
R976501,R281186
R869724,R780382
R266039,R393481
R295730,R840779
R713834,R460122
R339192,R262974
R447867,R467222
R469223,R559295
R230799,R742405
R576709,R755358
R252055,R931123
R391977,R954547
R928365,R226601
R272730,R836531
R669821,R244589
R484886,R566973
R932514,R455739
R591744,R128746
R228958,R621002
R617300,R688482
R408624,R625243
R393214,R416403
R247073,R566258
R462264,R863177
R957057,R744012
R581533,R188378
R481067,R773020
R485805,R552806
R247851,R475501
R682186,R796711
R276370,R682155
R971928,R314044
R755916,R445494
R235672,R885300
R366492,R236415
R637911,R386308
R659048,R218541
R560915,R986982
R706421,R814179
R729463,R557254
R343701,R385612
R962151,R324752
R695429,R757520
R843792,R906288
R464585,R103280
R778175,R316854
R561478,R811342
R904897,R648624
R999946,R564912
R510508,R422312
R494655,R371793
R428275,R580446
R247838,R668168
R125727,R991296
R826029,R187631
R478052,R119694
R756067,R505216
R126618,R507309
R748454,R467255
R738261,R810789
R529553,R856012
R326588,R205524
R265610,R376096
R664753,R371351
R372777,R619200
R949864,R837596
R308225,R345250
R583265,R106076
R975335,R276152
R564572,R198946
R172346,R996775
R376796,R901473
R647805,R867883
R988906,R985333
R919794,R740365
R393697,R186988
R912243,R256055
R650917,R410741
R327681,R631273
R743315,R529351
R711512,R574949
R637266,R464357
R559383,R811701
R386736,R890351
R361662,R247724
R398869,R918312
R750439,R181121
R513926,R862412
R749544,R622868
R733090,R732887
R295562,R679683
R480012,R112950
R443729,R666545
R898350,R304872
R453556,R536154
R806011,R755761
R105161,R329148
R452493,R652947
R569253,R343636
R562581,R947455
R242618,R746280
R936903,R518647
R480786,R884959
R518204,R903332
R132692,R229038
R534155,R380553
R438166,R210385
R570075,R534054
R597349,R197881
R399218,R964442
R193524,R296397
R836961,R167478
R417599,R163660
R787419,R221541
R771594,R744884
R197903,R724462
R544463,R851699
R632042,R996213
R626069,R904236
R629364,R647096
R235612,R125687
R961895,R218499
R398637,R164080
R878072,R245347
R347891,R770918
R755938,R986633
R837371,R352078
R360213,R277482
R715766,R889295
R439221,R339207
R205113,R784834
R795687,R620709
R893412,R159191
R646320,R637112
R999543,R661973
R851834,R121889
R618720,R596688
R734659,R181070
R371776,R341781
R645466,R164083
R567548,R800334
R213833,R982889
R302849,R443406
R152379,R919139
R547608,R977124
R233690,R946238
R965794,R845789
R393255,R475284
R526914,R409498
R534920,R879014
R596959,R547993
R123622,R764765
R229429,R241384
R576260,R329862
R228549,R479874
R616613,R553060
R436835,R593807
R545558,R767899
R550698,R996994
R177767,R925580
R990062,R253665
R486359,R691302
R277667,R640566
R461569,R978158
R896785,R204991
R598502,R176181
R306537,R759196
R295226,R280029
R408148,R816428
R111803,R641958
R481414,R959836
R917759,R466846
R601167,R173572
R540324,R897720
R468283,R817105
R607578,R362712
R727076,R564371
R150319,R129122
R437140,R261775
R629424,R548714
R419533,R196752
R608064,R992278
R663625,R641609
R775797,R433945
R563896,R633318
R606552,R161778
R196908,R810346
R993539,R136316
R629817,R452098
R184222,R909921
R391154,R843529
R463472,R214659
R828863,R568187
R605288,R796871
R289440,R769791
R116103,R435839
R860494,R155237
R423025,R140992
R937009,R699153
R533949,R812148
R408345,R539456
R272364,R477625
R794935,R124943
R585109,R161503
R118388,R614605
R212084,R600672
R133252,R831836
R294348,R259507
R734040,R232297
R417393,R460895
R313154,R865258
R590282,R167024
R567689,R466811
R699742,R867822
R834699,R294253
R507077,R302207
R261416,R594494
R628528,R903710
R495090,R670184
R482212,R987852
R230358,R961651
R709597,R358029
R866486,R128019
R681030,R131100
R448670,R569396
R967609,R750598
R994512,R172353
R486994,R147110
R796323,R750313
R992958,R159031
R205847,R165466
R933714,R680008
R416042,R649755
R271759,R754518
R851193,R606211
R149550,R699031
R913202,R737513
R562328,R600543
R928852,R319990
R408841,R326377
R932091,R197873
R755286,R731837
R657755,R384877
R829878,R709697
R560239,R548921
R219295,R479841
R653687,R638040
R358564,R659404
R771640,R766164
R811740,R857579
R809385,R760389
R839690,R659672
R794941,R256311
R318652,R319051
R872861,R852632
R585275,R813223
R880283,R210753
R254321,R299287
R759307,R391594
R260445,R895913
R820717,R823976
R207527,R779430
R961560,R406622
R589917,R559734
R756916,R802383
R617051,R163991
R544892,R169234
R999898,R874138
R251032,R939809
R746926,R372871
R822969,R758714
R176475,R306736
R668753,R276923
R187494,R981472
R691465,R413840
R518536,R371784
R773212,R200396
R833819,R436311
R891633,R814157
R207522,R627618
R566693,R926630
R211784,R363926
R361902,R272665
R792463,R274740
R513385,R482070
R167150,R698379
R173920,R728846
R966084,R759681
R494377,R173475
R503053,R296362
R354977,R312025
R727444,R792993
R799014,R613427
R617530,R687204
R923713,R997221
R655994,R287885
R865953,R334375
R507432,R982552
R239136,R286994
R798347,R922082
R817111,R846486
R125343,R800971
R776918,R675848
R759223,R814566
R749580,R338588
R672496,R415681
R289921,R316578
R478105,R692213
R159137,R564808
R150962,R589043
R371081,R439389
R103366,R264617
R870853,R723137
R785845,R360973
R240958,R910372
R575897,R958276
R749985,R656505
R324582,R357645
R600119,R198855
R702065,R440338
R374076,R714238
R306825,R576989
R210532,R410239
R586622,R397246
R103397,R500720
R701641,R525485
R840769,R879261
R718731,R298976
R997534,R648587
R570893,R602447
R137615,R777405
R556065,R831807
R461953,R931045
R127680,R335619
R722386,R440275
R850597,R140264
R152123,R877488
R190831,R609945
R835233,R851083
R716864,R297550
R914219,R455606
R354477,R127824
R392491,R621029
R785032,R496304
R116325,R314922
R803330,R535627
R566681,R684826
R634243,R401847
R332686,R338348
R684810,R497770
R861423,R116140
R770975,R535659
R602489,R995006
R489967,R943508
R994411,R721397
R964775,R489972
R405980,R169344
R914802,R172829
R902606,R315701
R380010,R540510
R533592,R805039
R229311,R360171
R817055,R312949
R133034,R287165
R634224,R247613
R482835,R788120
R158996,R318327
R928924,R219387
R398895,R569601
R558950,R783847
R629255,R772022
R961906,R521152
R359122,R816651
R357568,R119863
R861664,R810984
R390331,R259368
R732564,R985206
R684152,R555738
R274771,R578872
R226700,R328400
R668180,R576710
R857313,R143992
R920188,R779584
R628591,R337223
R139739,R827029
R742881,R420174
R687389,R288941
R567834,R674291
R773355,R455197
R746506,R948717
R552593,R941472
R288334,R564976
R232745,R620774
R417849,R876857
R887548,R814054
R114794,R543972
R822104,R607509
R212041,R349396
R292887,R899940
R320500,R508477
R117382,R259707
R231465,R849920
R628871,R149656
R833039,R777603
R479711,R487422
R673817,R802084
R648306,R971107
R953170,R858350
R192280,R591045
R161295,R142529
R359496,R835672
R625330,R458635
R240471,R235307
R287727,R949196
R301790,R972534
R456018,R945903
R953926,R259333
R662085,R279880
R613893,R696031
R171376,R744801
R861584,R579798
R191419,R806727
R627681,R491190
R504775,R744789
R452092,R365378
R943256,R484690
R314120,R482861
R783384,R379530
R869262,R848726
R870625,R341888
R847008,R378990
R973711,R141908
R448917,R409894
R519544,R806806
R839494,R553884
R959822,R130863
R133552,R691620
R908752,R773560
R226356,R908689
R786332,R272728
R288500,R932527
R915600,R987819
R446224,R561787
R192623,R915106
R373788,R286442
R199637,R803278
R299990,R421363
R829275,R102865
R819588,R926855
R437726,R787695
R868525,R160037
R965227,R635391
R376999,R905304
R529970,R247061
R205620,R343891
R792736,R863841
R975915,R113065
R109875,R822630
R853385,R116799
R659443,R866312
R405672,R466157
R486403,R219711
R342783,R776870
R358408,R602823
R795153,R795434
R298628,R877197
R511090,R780352
R313196,R257935
R947581,R950340
R164540,R348938
R490226,R264480
R822896,R257890
R248238,R493934
R259410,R626007
R139628,R615865
R824506,R174831
R659914,R508784
R293349,R563625
R132974,R983221
R178982,R261794
R253666,R337382
R226949,R868516
R276253,R920200
R545612,R817120
R762738,R145011
R199994,R650558
R844900,R886942
R605289,R500679
R967737,R702329
R813729,R596088
R907653,R788720
R677665,R471239
R116983,R505956
R257547,R780931
R685973,R359432
R239352,R817639
R675017,R482793
R998039,R616804
R180752,R108528
R184032,R228010
R917578,R242715
R387432,R269064
R555331,R426703
R202667,R451855
R496420,R950693
R648726,R841213
R967631,R997147
R250330,R781665
R870466,R691890
R430679,R285292
R588768,R295015
R460083,R661667
R252047,R165854
R732956,R418190
R374035,R957205
R960841,R349946
R449737,R652561
R574934,R110868
R976891,R121710
R140570,R298411
R426742,R697956
R320946,R192793
R174674,R794273
R148278,R529596
R291204,R821732
R352128,R421594
R803514,R111094
R654644,R461083
R633548,R820349
R877716,R343200
R214750,R272156
R208279,R863191
R136332,R705439
R429225,R912232
R250514,R350350
R687603,R303395
R998081,R596986
R196977,R467808
R489078,R339714
R399988,R845007
R641279,R495013
R632640,R659561
R646519,R561318
R339649,R691032
R276624,R897022
R995662,R131334
R525027,R231164
R906229,R776216
R791285,R326743
R254380,R413581
R971070,R826720
R184411,R798159
R524737,R586616
R996252,R822965
R678587,R428596
R997253,R741606
R139787,R725055
R232711,R702938
R372870,R172206
R467166,R460047
R600198,R623225
R973051,R944196
R721063,R412384
R728746,R661401
R556240,R878652
R783677,R814263
R421921,R855417
R439544,R149804
R417208,R822777
R788677,R697852
R148352,R621172
R143462,R258562
R223514,R487748
R175335,R477453
R622715,R989890
R188102,R613368
R833622,R135377
R900939,R208920
R326100,R559599
R954177,R579971
R640048,R163916
R482217,R610164
R518109,R709990
R352272,R127775
R551174,R193384
R449639,R801452
R783080,R745428
R741315,R233760
R358917,R864821
R619096,R521481
R641985,R210359
R515623,R719172
R304908,R274825
R365678,R777524
R415076,R862606
R308404,R757779
R816736,R116544
R931437,R380260
R542388,R988675
R621624,R321168
R370271,R260857
R581138,R151305
R248291,R495210
R913391,R453403
R688445,R484771
R265076,R543431
R771975,R550487
R965500,R352752
R695958,R560060
R356642,R500053
R810829,R139728
R590722,R255171
R495078,R989905
R442821,R543718
R270301,R909641
R962080,R744392
R947603,R404574
R637065,R183539
R700283,R335410
R988936,R490855
R477535,R754092
R148167,R836885
R777327,R825620
R337871,R148047
R750244,R279925
R609485,R567037
R452466,R230631
R316311,R859000
R884570,R760351
R808092,R489931
R493213,R712015
R177634,R470551
R767479,R553555
R209164,R651931
R606105,R410784
R137268,R830872
R533722,R943142
R151857,R604831
R187233,R363980
R321368,R122846
R710391,R409248
R631966,R248636
R563160,R821119
R271839,R877761
R609589,R840484
R626945,R220715
R371555,R281151
R466247,R601576
R995040,R872063
R786463,R109520
R981931,R609673
R330051,R787432
R270442,R354926
R119685,R353293
R798429,R443746
R813456,R518352
R438354,R661316
R184141,R947080
R102715,R137712
R710509,R434705
R108740,R307021
R966843,R653828
R861973,R325352
R514106,R600281
R307602,R162104
R544695,R795053
R864105,R699892
R297673,R579319
R250936,R637445
R113221,R986125
R760286,R678543
R721120,R239592
R535177,R739184
R810179,R518387
R829101,R875846
R437564,R854502
R869466,R206455
R520230,R114297
R596228,R274375
R497480,R917884
R648550,R181004
R690478,R681753
R831448,R553084
R786987,R608817
R262245,R474809
R704910,R685544
R380925,R950961
R900612,R365051
R705584,R284371
R858161,R457484
R847491,R929084
R904983,R675944
R514579,R129607
R679604,R132963
R352728,R634545
R331609,R415340
R372462,R477463
R195205,R147135
R466278,R280373
R650935,R550088
R230119,R581239
R751334,R337057
R285249,R543953
R449001,R902571
R242844,R904509
R298894,R150914
R653800,R753582
R692712,R197630
R636900,R285210
R939259,R111400
R339909,R536336
R141708,R625923
R330931,R559581
R748026,R866560
R520904,R915957
R994423,R583044
R730573,R619674
R738425,R986031
R576893,R222320
R140645,R173628
R296404,R707128
R598771,R342883
R284696,R410664
R381436,R202442
R903073,R897097
R369330,R579853
R137207,R114512
R811105,R452009
R256631,R128672
R324584,R647941
R732739,R623301
R947121,R154998
R579891,R399438
R754312,R909950
R283071,R832528
R413648,R292443
R580803,R865500
R329655,R987186
R775431,R437517
R391713,R433910
R787230,R401425
R544906,R254974
R709298,R140900
R683948,R803783
R859163,R374243
R395395,R530507
R795773,R815283
R887372,R596002
R519946,R426404
R850144,R373536
R653632,R768738
R381957,R156303
R206881,R236239
R338624,R632338
R648557,R725669
R580599,R206865
R290744,R697339
R287478,R403500
R877260,R791779
R438156,R832352
R510321,R787045
R500618,R856791
R844254,R766030
R293638,R996985
R186021,R883268
R767375,R692996
R667337,R351294
R580979,R839519
R140536,R475977
R447212,R797066
R771562,R503405
R159012,R421773
R257242,R537241
R172794,R851918
R812600,R879373
R984026,R542730
R513527,R118427
R863741,R845905
R723825,R580865
R456570,R730623
R568272,R915447
R954944,R922741
R928952,R678714
R545154,R180286
R904060,R225175
R754923,R173508
R138595,R662830
R957505,R467272
R679552,R134679
R751473,R104150
R170096,R248823
R997609,R597844
R782367,R986039
R575558,R702774
R463629,R798135
R995673,R133908
R767553,R155307
R750508,R277539
R992518,R629125
R664861,R668410
R982157,R284677
R996307,R513076
R237936,R421341
R756588,R511425
R602981,R626356
R392248,R809541
R594750,R716430
R463302,R145088
R350147,R977504
R590598,R126997
R622471,R466734
R541682,R170450
R253628,R980048
R419378,R238234
R705759,R312502
R662640,R972231
R365650,R458768
R833358,R425858
R263166,R254899
R461558,R357019
R779424,R727364
R785667,R193735
R934469,R726213
R198865,R616184
R347298,R232876
R676111,R311392
R871861,R978618
R759285,R149806
R717348,R319539
R564453,R354760
R740099,R614541
R627244,R824653
R791142,R264482
R789809,R836448
R610559,R513365
R572098,R490245
R327187,R609336
R788600,R622846
R427577,R980917
R936300,R821525
R126388,R389090
R390199,R940962
R232226,R667591
R853401,R388164
R405830,R702173
R733979,R925218
R541926,R445933
R251120,R646765
R253582,R808523
R512291,R432913
R858422,R669289
R454429,R918810
R223939,R136214
R719590,R210207
R954857,R387252
R613683,R890857
R534178,R286481
R978610,R344870
R183392,R720797
R736006,R595181
R465866,R233145
R667544,R395363
R745371,R345902
R753119,R364782
R765068,R254599
